FIND	-11	DRAWING	TITLE
5	2	2011345	PIN, SHOULDER
4	2	MS16555-620	PIN, DOWEL
3	4	NAS1352C04LL6	SCREW, CAP, SOCKET HEAD, SELF-LOCKING
2	1	2011301	PLATE, BEARING (SEXTANT SHAFT DRIVE)
1	1	2011300	HOUSING, GEAR (SEXTANT SHAFT DRIVE)
			
			PROOFED
