-11	DRAWING	TITLE	FIND	STRIKE
X	2010126	SCHEMATIC	REF	
				
				
				
1	1010357-1	TRANSISTOR	60	
2	1010274	TRANSFORMER	59	
2	1010365	TRANSFORMER	58	
2	1010710	TRANSFORMER	57	
1	1010397-1	TRANSISTOR	56	
1	1010342	TRANSISTOR	55	
4	1010367	CHOPPER	54	
3	1010385	DIODE	53	
2	1010259-003	DIODE	52	
2	1010372-12	DIODE	51	
1	1010837-001	DIODE	50	
1	1006777-31	CAPACITOR	49	
2	1010279-16	CAPACITOR	48	
1	1010279-104	CAPACITOR	47	
1	1006755-33	CAPACITOR	46	
2	1006755-132	CAPACITOR	45	
1	1006755-79	CAPACITOR	44	
3	1006755-69	CAPACITOR	43	
1	1006755-31	CAPACITOR	42	
1	1006755-130	CAPACITOR	41	
1	1008878 SEE NOTE 32	RESISTOR	40	
1	1010368-128	RESISTOR	39	
1	1010368-121	RESISTOR	38	
1	1010368-105	RESISTOR	37	
1	1010364-443	RESISTOR	36	
1	1010364-501	RESISTOR	35	
2	1010364-411	RESISTOR	34	
1	1010364-471	RESISTOR	33	
1	1010377-103	RESISTOR	32	
1	1010377-20	RESISTOR	31	
2	1006750-36	RESISTOR	30	
1	1006750-8	RESISTOR	29	
2	1006750-56	RESISTOR	28	
1	1006750-65	RESISTOR	27	
2	1006750-36	RESISTOR	26	
2	1006750-32	RESISTOR	25	
4	1006750-1	RESISTOR	24	
1	1006750-38	RESISTOR	23	
1	1006750-47	RESISTOR	22	
1	2001466	AMPLIFIER	21	
1	2008093-000	TERMINAL, THREADED	20	
1	2010728	INSULATOR PLATE	19	
AR	1006776-19	INSULATION, SLEEVING	18	
AR	1006776-21	INSULATION, SLEEVING	17	
AR	1006776-20	INSULATION, SLEEVING	16	
AR	1010807-17	WIRE, ELECTRICAL	15	
AR	1006757-1	WIRE, ELECTRICAL	14	
AR	1010848-2	WIRE, ELECTRICAL, INSULATED	13	
3	2010729	STUD EXTENSION	12	
3	1015135-015	SPACER, NYLON	11	
6	1008161-1	SCREW, CAP SLOTTED HEAD, SPECIAL	10	
1	2008495	WIRING BOARD C	9	
1	2008497	WIRING BOARD B	8	
1	2008527	WIRING BOARD A	7	
1	1008540-9	GASKET, CONNECTOR MINIATURE	6	
1	1008540-13	GASKET, CONNECTOR MINIATURE	5	
9	1006782-16	CONTACT, WRAPOST – MALE MINIATURE	4	
13	1006782-5	CONTACT, WRAPOST – MALE MINIATURE	3	
22	1006775	INSULATOR, WRAPOST – MALE MINIATURE	2	
1	2008477	FRAME	1	
				
X	X	PROOFED	REF	X
