FIND	-11	DRAWING	TITLE
6	2	2012823	PAD, RUBBER
5	2	MS16555-602	PIN, STRAIGHT, HEADLESS (DOWEL)
4	6	MS51023-1	SETSCREW, HEX SOC. HEAD (CUP POINT)
3	2	1012557-001	FLEXURAL PIVOT
2	2	2012819	LEVER, PIVOT
1	1	2012817	RETAINER, FILTER AND BUTTON ASSY
			
			PROOF
