-11	DRAWING	TITLE	FIND	STRIKE
X	1006148	SCHEMATIC	REF	
				
				
				
AR	1006776-22	INSULATION SLEEVING	13	
AR	1006757-8	WIRE, ELECTRICAL	12	
AR	1006757-1	WIRE, ELECTRICAL .010 X .020	11	
1	1006753	TRANSISTOR	10	
2	1006752	TRANSISTOR	9	
2	1006755-69	CAPACITOR	8	
2	1006750-56	RESISTOR	7	
1	1006750-43	RESISTOR	6	
2	1006750-39	RESISTOR	5	
2	1006750-24	RESISTOR	4	
1	1004280-2	INSULATOR	3	
1	1004280-1	INSULATOR	2	
1	1004281	HOLDER, COMPONENT	1	
				
X	X	PROOFED	REF	X
