FIND	0	DRAWING	TITLE
7	AR	MIL-T-713 TYPE P	TWINE, NYLON, WAXED
6	AR	MIL-F-14256	FLUX
5	AR	QQ-S-571 SN60 WS	SOLDER
4	AR	QQ-S-571 SN60 WARP 2	SOLDER
3	1	1010490-110	SLEEVING – HEAT SHRINK
2	3	1010738-1	PIN, CONTACT, CRIMP TYPE
1	1	1010430	MOTOR – TACH
			
			PROOFED
