0	DRAWING	TITLE	FIND
3	1007007	D.C. DIFF. AMPLIFIER/POWER	7
2	1007009	PIPA CALIBRATION	6
2	1007017	AC DIFFERENTIAL AMPLIFIER	5
2	1007019	INTERROGATOR	4
1	1007021	PULSE TORQUE GYRO CALIBRATE	3
2	1007027	BINARY CURRENT SWITCH	2
1	1007143	FRAME ASSEMBLY	1
			
		PROOFED	
