FIND	0	DRAWING	TITLE
1	1	1008841	GASKET, RETAINED
2	6	1008874-036	SCREW, CAP HEX SOC. HD.
3	4	-037	SCREW, CAP HEX SOC. HD.
4	10	2004148-006	WASHER, FLAT
			
			PROOFED
