FIND	-11	DRAWING	TITLE
4	2	2011196-4	PIN, TAPERED, THREADED
3	3	1011625-30	SCREW, CAP, HEX SOC HD, SELF LOCKING
2	1	2011183	SUPPORT, DOVE PRISM MOUNT
1	1	2011182	SUPPORT, WORM AND DOVE PRISM MOUNT
			
			PROOFED
