FIND	0	DRAWING	TITLE
5	1	MS24585-C86	SPRING, HELICAL – COMPRESSION
4	1	2021223	EYELET
3	1	MS171432	PIN, SPRING
2	1	2021226	STUD
1	1	2021225	KNOB
			
			PROOFED
