-11	DRAWING	TITLE	FIND	STRIKE
8	1006782-1	CONTACT, WRAPOST, MALE	3	
8	1006775	INSULATOR, WRAPOST, MALE	2	
1	1004548	HEADER HOUSING	1	
				
X	X	PROOFED	REF	X
