FIND	0	DRAWING	TITLE
3	4	MS20470DD2-4	RIVET, SOLID – UNIVERSAL HD
2	2	NAS697CO4M	NUT, PLATE
1	1	1011467	BRACKET, CONNECTOR
			
			PROOFED
