-11	DRAWING	TITLE	FIND
X	2010066	SCHEMATIC	REF
			
			
AR	1006776-22	SLEEVING	9
1	2008173	SPACER	8
3	1010469-2	RESISTOR	7
1	1010333	XFMR	6
AR	1006776-21	SLEEVING	5
AR	1006757-8	WIRE ELEC	4
AR	1006757-1	WIRE ELEC	3
1	2008158	WIRING BOARD	2
1	2007205-011	HOUSING ASSY	1
			
		PROOFED	
