-21	-11	DRAWING	TITLE	FIND	STRIKE
1		2004703	CONNECTOR B41	4	
75	75	1006775	INSULATOR, WRAPOST MALE	3	
75	75	1006782-8	CONTACT, WRAPOST MALE	2	
	1	2004101-011	CONNECTOR B41	1	
					
X	X	X	PROOFED	REF	X
