FIND	0	DRAWING	TITLE
6	1	2021221-005	GUSSET
5	2	1016097-008	NUT, STAKE, FLOATING, SELF LOCKING
4	1	2021221-004	GUSSET
3	1	2021221-003	GUSSET
2	1	2021221-002	GUSSET
1	1	2021221-001	BRACKET
			
			PROOFED
