-11	DRAWING	TITLE	FIND	STRIKE
X	1006148	SCHEMATIC	REF	
				
				
				
AR	1006776-22	INSULATION, SLEEVING	6	
AR	1006757-1	WIRE ELECTRICAL .010 X .020	5	
1	1006751	DIODE	4	
1	1006750-24	RESISTOR	3	
2	1006755-134	CAPACITOR	2	
1	1004283	HOLDER COMPONENT	1	
				
X	X	PROOFED	REF	X
