-11	DRAWING	TITLE	FIND
AR	1008930	GREASE, MOLYBDENUM DISULFIDE	10
4	1001600-1	TERMINAL, INSULATED	9
32	1010861-6	NUT, PLAIN CLINCH	8
6	MS21209-CO415	INSERT, SCREW THREAD	7
4	MS16555-625	PIN, STRAIGHT, HEADLESS	6
2	1000088-2	PIN, LOCATING, STRAIGHT, HEADLESS	5
40	MS21209-CO615	INSERT, SCREW THREAD	4
16	1001489-18	SCREW, HEX, SOC, HD	3
1	2018760	HEMISPHERE ASSY, FIXED, OUTER GIMBAL	2
1	2018759	HEMISPHERE ASSY, MOVABLE, OUTER GIMBAL	1
			
		PROOFED	
