0	DRAWING	TITLE	FIND	STRIKE
1	1007061	CDU ZEROING & LOCK RELAYS	6	
1	1007058	FWD-BACKWARD CTR & CMPTR OUTPUT	5	
1	1007057	BACK-UP MODE ELECTRONICS	4	X
3	1007055	CDU D TO A CONVERTER	3	
3	1007054	ENCODER	2	
1	1007165	FRAME ASSEMBLY	1	
				
		PROOFED		
