0	DRAWING	TITLE	FIND
3	1007040	GIMBAL SERVO AMPL	7
3	1007041	GIMBAL COARSE ALIGN AMPL	6
1	1007042	POWER SUPPLY – 28VDC	5
1	1007043	AAC FILTER & MVB (3200 CPS)	4
1	1007044	AMPL 1% 3200 CPS	3
1	1007045	TEMP CONT PWR SUP 3200 CPS, 20V	2
1	1007141	FRAME ASSEMBLY	1
			
		PROOFED	
