FIND	0	DRAWING	TITLE
3	4	MS20426AD3-4	RIVET, SOLID, CSK 100 DEGREES, ALUM
2	2	MS21087-L3	NUT, SELF LOCKING
1	1	2021219-001	BRACKET, ELEC. CONN.
			
			PROOFED
