FIND	0	DRAWING	TITLE
1	42' 4"	1014531-001	WIRE 24 AWG TYPE 1 WHITE
2	1	1010347-001	CONNECTOR, ELECTRICAL
3	33	1010738-1	PINS, MALE
5	1	1010638-6	LUG, TERMINAL
6	6"	1014531-002	WIRE 22 AWG TYPE 1 WHITE
7	AR	QQ-S-571 SN60	SOLDER (ES-2175 ALLOY 1)
8	AR	QQ-S-571 TYPE AR	FLUX (ES-2175 TYPE 1 OR 2) OR MIL-F-14256 (ES-2798)
9	52	1010476-82	INSULATION SLEEVING
10	8	-112	INSULATION SLEEVING
			
			PROOFED
