FIND	0	DRAWING	TITLE
4	1	2012377	PLATE, ANGLE
3	2	NAS1352CO24	SCREW, CAP, HEX SOC HD (PLAIN)
2	1	2011943	COVER, MODULE
1	1	2011945	RESOLVER TRIMMING MODULE, ASSY OF
			
			PROOFED
