FIND	0	DRAWING	TITLE
1	6' 3"	1010789-001 24AWG YEL	WIRE
2	AR	QQ-S-571 SN60WS	SOLDER
3	AR	MIL-F-14256 TYPE A OR W	FLUX
4	AR	QQ-S-571 SN60WRAP	SOLDER
			
			PROOFED
