-11	FIND	DRAWING	TITLE
1	10	1008540-11	GASKET CONNECTOR MINIATURE
3	9	AN500D-4-4	SCREW, PAND HEAD
AR	8	1006757-1	WIRE NICKEL RIBBON .010 X .020
AR	7	1006776-21	SLEEVING, ELECTRICAL INS
AR	6	1006776-20	SLEEVING, ELECTRICAL INS
11	5	1006775	INSULATOR WRAP-POST MALE MIN
11	4	1006782-5	CONTACT BLADE EDGE CONN
1	3	1010605	TRANSFORMER
1	2	1015167	WAFER BOARD
1	1	1015159	FRAME ASSEMBLY
			
			PROOFED
