-21	-11	DRAWING	TITLE	FIND	STRIKE
AR	AR	1006338-002	SEALING COMPOUND, SILICONE	9	
1		2004745-002	PANEL, INDICATOR (E/L)	8	
	1	2004745-001	PANEL, INDICATOR (E/L)	7	
1	1	2004746-001	INDICATOR, DIGITAL, THERMAL VAC	6	
6	6	MS16633-4014	RING, RETAINING	5	
12	12	NAS620C6	WASHER, FLAT	4	
12	12	1004546-4	WASHER, FLAT	3	
6	6	2004932-004	SCREW, JACKING	2	
1	1	2004699-001	FRAME, INDICATOR COVER	1	
					
X	X	X	PROOFED	REF	X
