-021	-011	DRAWING	TITLE	FIND
X	X	2010079	SCHEMATIC	REF
				
1	0	2007058-041	ELECTRON TUBE ASSY	10
1	1	1006750-80	RESISTOR	9
10	10	1010768-58	RESISTOR	8
AR	AR	1006776-22	INSULATION SLEEVING	7
AR	AR	-21	INSULATION SLEEVING	6
AR	AR	1006757-8	WIRE, ELECTRICAL .020 DIA	5
AR	AR	-1	WIRE, ELECTRICAL .010 X .020	4
0	1	2007058-021	ELECTRON TUBE ASSY	3
1	1	2008257	WIRING BOARD	2
1	1	2008256	INSULATOR	1
				
			PROOFED	
