-11	DRAWING	TITLE	FIND
AR	QQ-W-343 TYPE S	WIRE, AWG 26, SOFT COATED (a)	6
AR	1010807-22	WIRE, ELECTRICAL	5
16	1006781-2	CONTACT, WRAPOST, FEMALE	4
212	1006774	INSULATOR, WRAPOST, FEMALE	3
196	1006781-1	CONTACT, WRAPOST, FEMALE	2
1	2004923-011	PLATE, CONNECTOR	1
