-11	DRAWING	TITLE	FIND	STRIKE
AR	1006776-25	INSULATION, SLEEVING	5	
AR	1006757-12	WIRE, ELECTRICAL	4	
1	2004039	TERMINAL THREADED	3	
2	MS16555-618	PIN, STRAIGHT HEADLESS	2	
1	2003072-011	CONNECTOR, PLATE, SUBASSY	1	
				
X	X	PROOFED	REF	X
