0	DRAWING	TITLE	FIND
X	1010102	SCHEMATIC	REF
			
AR	1006776-22	SLEEVING, ELECTRICAL	10
AR	1006757-1	WIRE, ELECTRICAL	9
AR	-8	WIRE, ELECTRICAL	8
7	1010738-2	CONTACT, ELECTRICAL	7
AR	1010639-2	WIRE, ELECTRICAL	6
1	1010364-579	RESISTOR	5
1	-559	RESISTOR	4
4	1006750-39	RESISTOR	3
1	1010364-593	RESISTOR	2
1	1008129	HOUSING MODULE	1
			
		PROOFED	
