-11	DRAWING	TITLE	FIND	STRIKE
X	2010081	SCHEMATIC	REF	
				
				
				
2	1006319	TRANSFORMER	63	
1	1010924	TRANSFORMER	62	
1	1010431-000	TRANSISTOR	61	
6	1010397-1	TRANSISTOR	60	
1	1010372-20	DIODE	59	
1	1010829-11	DIODE	58	
1	1010346-1	DIODE	57	
11	1010385	DIODE	56	
1	1010309-3	INDUCTOR	55	
1	1010309-8	INDUCTOR	54	
1	1010375-19	CAPACITOR	53	
2	1006793-7	CAPACITOR	52	
1	SEE NOTE 18	CAPACITOR	51	
1	SEE NOTE 18	CAPACITOR	50	
1	1010264-29	CAPACITOR	49	
1	SEE NOTE 18	CAPACITOR	48	
1	SEE NOTE 18	CAPACITOR	47	
1	1006755-61	CAPACITOR	46	
1	1010264-17	CAPACITOR	45	
1	1006755-130	CAPACITOR	44	
2	1006755-85	CAPACITOR	43	
1	1006755-69	CAPACITOR	42	
1	1006750-63	RESISTOR	41	
2	1006750-76	RESISTOR	40	
2	1006750-37	RESISTOR	39	
1	1006750-19	RESISTOR	38	
2	1006750-73	RESISTOR	37	
2	1006750-48	RESISTOR	36	
1	1006750-44	RESISTOR	35	
1	1006750-32	RESISTOR	34	
1	1006750-80	RESISTOR	33	
1	1006750-56	RESISTOR	32	
2	1006750-52	RESISTOR	31	
5	1006750-72	RESISTOR	30	
1	1006750-40	RESISTOR	29	
1	1006750-60	RESISTOR	28	
1	1006750-42	RESISTOR	27	
1	1010389-58	RESISTOR	26	
1	1006760-25	RESISTOR	25	
1	1010369-88	RESISTOR	24	
1	1010369-140	RESISTOR	23	
2	1010369-95	RESISTOR	22	
2	1010364-693	RESISTOR	21	
1	1010364-465	RESISTOR	20	
2	1010267-205	RESISTOR	19	
1	SEE NOTE 18	RESISTOR	18	
1	SEE NOTE 18	RESISTOR	17	
1	1010363-373	RESISTOR	16	
AR	1010848-2	WIRE, ELECTRICAL	15	
AR	1006757-1	WIRE, ELECTRICAL	14	
1	1008540-8	GASKET	13	
1	1008540-9	GASKET	12	
AR	MIL-I-15126	INSUL TAPE TYPE MFT 2.5, 1/2 IN WIDE	11	
AR	1006776-22	INSULATION SLEEVING	10	
AR	1006776-21	INSULATION SLEEVING	9	
AR	1006776-20	INSULATION SLEEVING	8	
1	2008093-000	TERMINAL THREADED	7	
6	1008025-1	INSULATOR BUSHING	6	
17	1006775	INSULATOR WRAPOST - MALE MINAT	5	
17	1006782-5	CONTACT WRAPOST - MALE MINAT	4	
1	2008377	INSULATOR, BOTTOM	3	
1	2008378	INSULATOR, TOP	2	
1	2008379	HEATSINK	1	
				
X	X	PROOFED	REF	X
