FIND	0	DRAWING	TITLE
1	13' 3"	1010707-2	WIRE
3	186' 2"	-4	WIRE
4	612' 6"	-5	WIRE
5	103' 9"	-3	WIRE
6	146	1010738-2	CONTACT, SOCKET
7	27	1010763-1	SLEEVE, SOLDER
8	78	-2	SLEEVE, SOLDER
9	64	1010490-110	INSULATION-SLEEVING, ELEC
10	9	-112	INSULATION-SLEEVING, ELEC
12	4	MS25036-44	TERMINAL LUG
			
			PROOFED
