-11	DRAWING	TITLE	FIND
1	1008542	GASKET, CONNECTOR - MINIATURE	7
1	1008544	GASKET, CONNECTOR - MINIATURE	6
AR	1006776-20	INSULATION, SLEEVING	5
27	1006782-4	CONTACT, WRAPOST MALE MINIATURE	4
27	1006775	INSULATOR, WRAPOST MALE MINIATURE	3
1	1007076	HEATSINK	2
1	1007067	CDU ZEROING XFMR, REL & ENTRY REL (SA)	1
			
		PROOFED	
