FIND	-11	DRAWING	TITLE
4	1	1011585-001	OBJECTIVE LENS ASSY
3	1	2011303	RING, LOCKING
2	1	1011591	INTERMEDIATE LENS ASSY
1	1	2011302	HOLDER, LENS
			
			PROOFED
