-011	-000	DRAWING	TITLE	FIND
1		1010880	TRANSFORMER	4
	1	1010324	TRANSFORMER	3
1	1	1010631-2	SHIELD, MAGNETIC	2
1	1	-1	SHIELD, MAGNETIC	1
