0	DRAWING	TITLE	FIND
1	2007034	HV PWR SUP SUB-ASSY (TRACKER)	4
2	2008202	SPACER SLEEVE THREADED	3
1	2008201	SPACER SLEEVE	2
1	2007042	CAN, MAGNETIC SHIELDING ASSY	1
			
		PROOFED	
