0	DRAWING	TITLE	FIND
1	1015136	BUFFER CIRCUIT	10
1	1015137	RELAY	9
1	1015123	RESOLVER DRIVE AMP	8
1	1015113	MOTOR DRIVE PREAMP	7
1	1015124	COSECANT GENERATOR	6
1	1015104	TWO-SPEED SWITCH	5
2	1015121	MOTOR DRIVE AMP	4
2	1007055	CDU D TO A CONVERTER	3
1	1015154	ZERO OPTICS	2
1	1007148	FRAME ASSY	1
			
		PROOFED	
