-11	DRAWING	TITLE	FIND	STRIKE
215	1006775	INSULATOR, WRAPOST MALE MINA	3	
215	1006782-6	CONTACT, WRAPOST – MALE, MINIATURE	2	
1	1004719	CONNECTOR, 215 CONTACT, AGC COMP	1	
				
X	X	PROOFED	REF	X
