FIND	0	DRAWING	TITLE
6	AR	1011753	TAPE, LACING
5	1	1010490-648	INSULATION, SLEEVING
4	10	-060	INSULATION, SLEEVING H. SHRINK
3	1	1011410	CONN, PLUG
2	1	1011371	RESOLVER
1	1	1011379	MOTOR
			
			PROOFED
