-11	DRAWING	TITLE	FIND	STRIKE
3	1006755-79	CAPACITOR	8	
3	1010406-7	COIL	7	
AR	1006757-8	WIRE, ELEC .020 DIA	6	
AR	1006776-22	INSULATION SLEEVING	5	
AR	1006757-1	WIRE, ELEC .010 X .020	4	
1	1004267-2	INSULATOR	3	
1	1004267-1	INSULATOR	2	
1	1004253	HOLDER, COMPONENT	1	
				
X	X	(PROOFED)	REF	X
