FIND	-11	DRAWING	TITLE
5	1	2011677	RING, LOCKING
4	1	2011172	LENS, POSITIVE (TELESCOPE RELAY)
3	1	2011676	SPACER, LENS
2	1	2011175	LENS, ASSY OF (TELESCOPE RELAY)
1	1	2011678	HOUSING, LENS
			
		PROOFED	
