-11	DRAWING	TITLE	FIND
4	NAS1394CA-3L	INSERT, THREADED, SELF-LOCKING	6
12	NAS1394CA-4L	INSERT, THREADED, SELF-LOCKING	5
90	1006702-5	INSERT, THREADED, SELF-LOCKING	4
14	1006702-3	INSERT, THREADED, SELF-LOCKING	3
23	1006702-2	INSERT, THREADED, SELF-LOCKING	2
1	1003715-1	TRAY A MACHINED	1
			
		PROOFED	
