FIND	0	DRAWING	TITLE
1	33' 3.6"	1010639-2	WIRE
2	19	1010738-6	CONTACT – ELECTRICAL (SOCKET)
3	1	1010711-1	SPLICE REDUCER
4	1	1010476-168	INSULATION ELECTRICAL HEAT SHRINK
5	AR	MIL-T-713 TYPE P CLASS 2 BLACK	LACING TAPE (ES-2732 NO. 18)
6	AR	MIL-W-16878 1B-24-19STND WHITE	WIRE
7	AR	1010639-4	WIRE
			
			PROOFED
