FIND	0	DRAWING	TITLE
7	8	AN124953	RIVET, FLAT HD 100 DEGREE C'SINK
6	4	NAS698CO4M	NUT, PLATE, CORNER, SELF-LOCKING (500 DEGREES F)
5	4	MS20470DD2-4	RIVET, SOLID – UNIVERSAL HD
4	2	NAS697CO4M	NUT, PLATE, TWO LUG, SELF-LOCKING (500 DEGREES F)
3	6	AN124954	RIVET, FLAT HD 100 DEGREE C'SINK
2	1	1011547	BRACKET & NUT ASSEMBLY
1	1	1011548	BRACKET, CONNECTOR
			
			PROOFED
