-11	DRAWING	TITLE	FIND	STRIKE
4	1004546-3	WASHER, FLAT	26	X
2	1004250	SCREW	25	X
1	1004262	PLATE, BACKING	24	X
2	NAS1406-2	SCREW, MACHINE PAN HD	23	X
1	1004261	SCREW, JACK	22	X
1	1004254	RETAINING, JACKSCREW	21	X
2	1003154	ROPE SENSE AMPLIFIER MODULE	20	
2	1003138	ERASABLE SENSE AMPL MODULE	19	
1	1003150	POWER SUPPLY CONTROL MODULE	18	
2	1003139	ERASABLE DRIVER MODULE	17	
1	1003069	ERASABLE MEMORY MODULE	16	
1	1003153	CURRENT SWITCH MODULE	15	
1	1003165	DRIVER SERVICE MODULE	14	
1	1003527	OSCILLATOR MODULE	13	
3	1003113	POWER SWITCH MODULE	12	
2	1003178	ROPE DRIVER MODULE	11	
1	1003167	STRAND GATE MODULE	10	
1	1003132	ROPE STRAND SELECT MODULE	9	
1	1003133-1	ROPE MEMORY MODULE	8	X
1	1003133-6	ROPE MEMORY MODULE	7	X
1	1003133-5	ROPE MEMORY MODULE	6	X
1	1003133-4	ROPE MEMORY MODULE	5	X
1	1003133-3	ROPE MEMORY MODULE	4	X
1	1003133-2	ROPE MEMORY MODULE	3	X
1	1003177	TRAY B WIRED ASSEMBLY, RIGHT HAND	2	X
1	1003455	TRAY B WIRED ASSEMBLY	1	
