FIND	0	DRAWING	TITLE
1	14.5"	1010789-14	WIRE
2	6' 5"	-1	WIRE
3	1	1010823-4	CONNECTOR PLUG ELECTRICAL
4	1	1015059	ADAPTER PLATE, DIODE MODULE (INSEP ASSY)
5	87	1010738-5	CONTACT, NO 22
6	21	-7	CONTACT, NO 28
7	1	1010638-6	TERMINAL LUG
8	AR	1012507-001	TAPE, LACING AND TYING
9	AR	QQ-S-571 SN60 WRAP2	SOLDER
10	AR	MIL-F-14256	FLUX
11	1	1010812-3	GASKET
12	AR	1012503-1	COMPOUND, POLYURETHANE
13	AR	-2	COMPOUND, POLYURETHANE
14	AR	TT-M-261	METHYL ETHYL KETONE
			
			PROOFED
