FIND	-11	DRAWING	TITLE
8	4	1008971-002	INSERT, THREADED SELF LOCK SILVER PLATED
7	4	2021380-7	BOSS
6	2	2021380-6	RETAINER
5	2	2021380-5	RETAINER
4	2	2021380-4	FOOT
3	1	2021380-3	BLOCK, LEFT
2	1	2021380-2	BLOCK, RIGHT
1	1	2021380-1	SHROUD
			
			PROOFED
