-11	FIND	DRAWING	TITLE
1	12	1008540-7	GASKET CONNECTOR MINIATURE
1	11	1010279-217	CAPACITOR
1	10	1010279-225	CAPACITOR
1	9	1010473	TRANSFORMER
7	8	1006775	INSULATOR, WRAPOST MALE
7	7	1006782-5	CONTACT, BLADE EDGE CONN
AR	6	1006776-20	INSULATION SLEEVING
AR	5	1006776-21	INSULATION SLEEVING
AR	4	1006757-1	WIRE NICKEL RIBBON
2	3	AN500D-4-4	SCREW PAN HEAD
1	2	1015166	WAFER BOARD
1	1	1015158	FRAME ASSEMBLY
			
			PROOFED
