FIND	0	DRAWING	TITLE
1	18.0 FEET 9.5 INCHES	1010639-2	WIRE
2	18.0 INCHES	-4	WIRE
3	3	1010738-6	CONTACT, ELEC. SOCKET
4	AR	MIL-T-713 TYPE P CLASS 2 BLACK	LACING TAPE
5	1	1010711-1	SPLICE REDUCER
6	1	1010476-168	INSULATION, SLEEVING, ELEC.
7	181.0 INCHES	MIL-W-16878 1B-20-19STND WHT	WIRE
8	34.5 INCHES	MIL-W-16878 1B-24-19STND WHT	WIRE
			
			PROOFED
