0	DRAWING	TITLE	FIND
AR	QQ-S-571 SN60 WARP2	SOLDER	8
1	1010717-1	TERMINAL, LUG	7
AR	1010416-1	WIRE, ELECTRICAL, BLACK	6
2	1000243-5	FERRULE-INNER	5
2	1000243-7	FERRULE-INNER	4
			3
AR	1010490-983	SLEEVING - HEAT SHRINK	2
AR	QQ-B-575 7/64 I.D. 36 AWG	SHIELD, STRANDED WIRE	1
			
		PROOFED	
