0	FIND	DRAWING	TITLE
1	12	1010490-082	INSULATION – SLEEVING, ELECT, HEAT SHRINK
1	11	1010952-002	SPLICE, CONDUCTOR (BUTT, UNINSULATED)
7	10	1010770-1	CONTACT, CRIMP TYPE #22 (PIN)
1	9	1010929-117	CONNECTOR, PLUG, ELECTRICAL
2	8	1006273-6	SCREW, CAP, BUTTON HD, HEX SOC
1	7	1006273-11	SCREW, CAP, BUTTON HD, HEX SOC
1	6	2012677	PLATE, WIRE RETAINING
1	5	2012678	PLATE, THERMOSTAT RETAINING
1	4	1012551-001	CABLE, TEFLON, MULTICONDUCTOR, 600V (21 INCHES)
1	3	1012548	THERMOSTAT, FIXED TEMP
1	2	1012550-004	HEATER PAD, EYEPIECE HOUSING
1	1	2012668	HOUSING, LONG EYE RELIEF EYEPIECE
