-11	DRAWING	TITLE	FIND	STRIKE
4	1010477-13	SCREW, FLAT HD, 100°C, SELF LOCKING	19	
1	1004634	STIFFENER	18	
2	1010620-3	PIN, GUIDE	17	
2	NAS1402-2	SCREW, MACHINE, PAN HEAD	16	
1	1004261	SCREW, JACK	15	
1	1004254	RETAINER, JACKSCREW	14	
1	1004262	PLATE, BACKING	13	
1	1003198	“B” HARNESS	12	
1	1003199	“A” HARNESS	11	
5	1006279-7	NUT, HEX, CAPPED, SELF LOCKING	10	
5	MS35201-56	SCREW, MACHINE, FLAT HEAD	9	
2	SEE NOTE 8	CLAMP, LOOP, NYLON	8	
1	SEE NOTE 8	CLAMP, LOOP, NYLON	7	
2	SEE NOTE 7	CLAMP, LOOP, NYLON	6	
4	MS35216-16	SCREW, MACHINE, PAN HEAD	5	
4	1006279-1	NUT, HEX, CAPPED, SELF LOCKING	4	
5	NAS1515H-3L	WASHER, NYLON	3	
1	1003155	CONNECTOR COVER PLATE ASSEMBLY	2	X
1	1003196	G AND N HARNESS TRAY SUBASSEMBLY	1	
				
X	X	PROOFED	REF	X
