0	ID00
1	TIME1
2	TIME2
3	IN0
4	IN2
5	ID04
6	IN3
7	OUT1
8	RRECT
9	RRECT+1
10	ID10
11	RRECT+2
12	RRECT+3
13	RRECT+4
14	RRECT+5
15	ID14
16	TDELTAV
17	TDELTAV+1
18	TDELTAV+2
19	TDELTAV+3
20	ID20
21	TDELTAV+4
22	TDELTAV+5
23	VRECT
24	VRECT+1
25	ID24
26	VRECT+2
27	VRECT+3
22	VRECT+4
28	VRECT+5
29	ID30
30	TNUV
31	TNUV+1
32	TNUV+2
33	TNUV+3
34	ID34
35	TNUV+4
36	TNUV+5
37	GYROD+5
38	GYROD+3
