## ======================================================================================
## Experimental LM (not flown) [Zerlina56] -- Surface Align (LM-77772)
## ======================================================================================
Surface Align
0	ID	B0	FMT_OCT		TBD
1	SYNC	B0	FMT_OCT		TBD

2	R-OTHER	B29	FMT_DP		TBD
4	R-OTHER+2	B29	FMT_DP		TBD
6	R-OTHER+4	B29	FMT_DP		TBD
8	V-OTHER	B7	FMT_DP		TBD
10	V-OTHER+2	B7	FMT_DP		TBD
12	V-OTHER+4	B7	FMT_DP		TBD
14	T-OTHER	B28	FMT_DP		TBD

16	MKTIME	B28	FMT_DP		TBD
18	AIG	360	FMT_SP		TBD
19	AMG	360	FMT_SP		TBD
20	AOG	360	FMT_SP		TBD
21	TRKMKCNT	B0	FMT_DEC		TBD
22	TANGNB	360	FMT_SP		TBD
23	TANGNB+1	360	FMT_SP		TBD
24	TANGNB+1	360	FMT_SP		TBD
# offset 25 is unused
26	DNRRANGE	B0	FMT_SP	FormatRrRange	TBD
27	DNRRDOT	B0	FMT_SP	FormatRrRangeRate	TBD
28	DNRRDOT	B0	FMT_SP	FormatRrRangeRate	TBD
# offset 29 is unused
30	AGSCODE	B0	FMT_OCT		TBD
# offset 31 is unused
32	TALIGN	B28	FMT_DP		TBD

34	REFSMMAT	2	FMT_DP		TBD
36	REFSMMAT+2	2	FMT_DP		TBD
38	REFSMMAT+4	2	FMT_DP		TBD
40	REFSMMAT+6	2	FMT_DP		TBD
42	REFSMMAT+8	2	FMT_DP		TBD
44	REFSMMAT+10	2	FMT_DP		TBD
46	YNBSAV	B1	FMT_DP		TBD
48	YNBSAV+2	B1	FMT_DP		TBD
50	YNBSAV+4	B1	FMT_DP		TBD
52	ZNBSAV	B1	FMT_DP		TBD
54	ZNBSAV+2	B1	FMT_DP		TBD
56	ZNBSAV+4	B1	FMT_DP		TBD

58	X789	B5	FMT_DP	FormatEarthOrMoonDP	TBD
60	TET	B28	FMT_DP		TBD
62	LASTYCMD	B0	FMT_OCT		TBD
63	LASTXCMD	B0	FMT_OCT		TBD
64	REDOCTR	B0	FMT_DEC		TBD
65	THETAD	360	FMT_SP		deg

66	THETAD+1	360	FMT_SP		deg
67	THETAD+2	360	FMT_SP		deg
68	RSBBQ	B0	FMT_OCT		TBD
69	RSBBQ+1	B0	FMT_OCT		TBD
70	OMEGAP	45	FMT_SP		TBD
71	OMEGAQ	45	FMT_SP		TBD
72	OMEGAR	45	FMT_SP		TBD
# offset 73 is unused
74	CDUXD	360	FMT_SP		deg
75	CDUYD	360	FMT_SP		deg
76	CDUZD	360	FMT_SP		deg
# offset 77 is unused

78	CDUX	360	FMT_SP		deg
79	CDUY	360	FMT_SP		deg
80	CDUZ	360	FMT_SP		deg
81	CDUT	B0	FMT_OCT		TBD
82	STATE	B0	FMT_2OCT		TBD
84	STATE+2	B0	FMT_2OCT		TBD
86	STATE+4	B0	FMT_2OCT		TBD
88	STATE+6	B0	FMT_2OCT		TBD
90	STATE+8	B0	FMT_2OCT		TBD
92	STATE+10	B0	FMT_2OCT		TBD
94	DSPTAB	B0	FMT_2OCT		TBD
96	DSPTAB+2	B0	FMT_2OCT		TBD
98	DSPTAB+4	B0	FMT_2OCT		TBD

100	DSPTAB+6	B0	FMT_2OCT		TBD

102	DSPTAB+8	B0	FMT_2OCT		TBD
104	DSPTAB+10	B0	FMT_2OCT		TBD
106	TIME2	B28	FMT_DP		TBD
108	RN	B29	FMT_DP		m
110	RN+2	B29	FMT_DP		m
112	RN+4	B29	FMT_DP		m
114	VN	B7	FMT_DP		m/cS

116	VN+2	B7	FMT_DP		m/cS
118	VN+4	B7	FMT_DP		m/cS
120	PIPTIME	B28	FMT_DP		cSec
122	OMEGAPD	45	FMT_SP		TBD
123	OMEGAQD	45	FMT_SP		TBD
124	OMEGARD	45	FMT_SP		TBD
# offset 125 is unused
# offset 126 is unused
127	CHAN77	B0	FMT_OCT		TBD

128	CADRFLSH+2	B0	FMT_OCT		TBD
129	FAILREG	B0	FMT_OCT		TBD
130	FAILREG+1	B0	FMT_OCT		TBD
